callsign,Airlines,icao24,origin,destination,firstseen
UPS763,,a2a84c,KDFW,KSDF,4/19/2020
UPS765,,a0645e,KDFW,KSDF,4/19/2020
AAL817,,a9653d,KDFW,KSDF,4/19/2020
ASH5731,,ad40d6,KDFW,KSDF,4/19/2020
AAL1143,,ab1fbb,KDFW,KSDF,4/20/2020
ASH5731,,a2439c,KDFW,KSDF,4/20/2020
UPS765,,a2afba,KDFW,KSDF,4/21/2020
UPS767,,a2cfcb,KDFW,KSDF,4/21/2020
UPS751,,a2b728,KDFW,KSDF,4/21/2020
UPS9898,,a4c4bb,KDFW,KSDF,4/21/2020
UPS9721,,a51b27,KDFW,KSDF,4/21/2020
UPS2783,,a27abd,KDFW,KSDF,4/21/2020
UPS2751,,a76df1,KDFW,KSDF,4/21/2020
UPS5509,,a08826,KDFW,KSDF,4/21/2020
ASH5927,,acf946,KDFW,KSDF,4/21/2020
ASH5939,,a24ec1,KDFW,KSDF,4/22/2020
UPS765,,a2b728,KDFW,KSDF,4/22/2020
UPS767,,a2f13a,KDFW,KSDF,4/22/2020
UPS751,,a2ed83,KDFW,KSDF,4/22/2020
UPS9602,,a542a6,KDFW,KSDF,4/22/2020
UPS9898,,a5b1b5,KDFW,KSDF,4/22/2020
UPS2751,,a2dea7,KDFW,KSDF,4/22/2020
UPS2785,,a2682a,KDFW,KSDF,4/22/2020
ASH5927,,acc9d5,KDFW,KSDF,4/22/2020
AAL817,,aa0aab,KDFW,KSDF,4/22/2020
ASH5939,,ad2bea,KDFW,KSDF,4/23/2020
UPS767,,a2d382,KDFW,KSDF,4/23/2020
UPS765,,a2f13a,KDFW,KSDF,4/23/2020
UPS751,,a2feb8,KDFW,KSDF,4/23/2020
UPS9898,,a5a690,KDFW,KSDF,4/23/2020
UPS2785,,a2badf,KDFW,KSDF,4/23/2020
UPS2751,,a2d382,KDFW,KSDF,4/23/2020
ASH5927,,ad046b,KDFW,KSDF,4/23/2020
AAL1143,,ab5c26,KDFW,KSDF,4/23/2020
ASH5939,,acee21,KDFW,KSDF,4/24/2020
UPS767,,a260bc,KDFW,KSDF,4/24/2020
UPS751,,a2daf0,KDFW,KSDF,4/24/2020
UPS9721,,a32ffe,KDFW,KSDF,4/24/2020
UPS2751,,a2fb01,KDFW,KSDF,4/24/2020
UPS5509,,a25d05,KDFW,KSDF,4/24/2020
ASH5927,,acdcec,KDFW,KSDF,4/24/2020
AAL1143,,ab1496,KDFW,KSDF,4/24/2020
UPS765,,a2ac03,KDFW,KSDF,4/25/2020
ASH5883,,a2439c,KDFW,KSDF,4/25/2020
ASH5939,,ac9121,KDFW,KSDF,4/26/2020
UPS763,,a2badf,KDFW,KSDF,4/26/2020
UPS765,,a0fea3,KDFW,KSDF,4/26/2020
AAL817,,aa59a5,KDFW,KSDF,4/26/2020
ASH5939,,acc9d5,KDFW,KSDF,4/27/2020
ASH5731,,a234c0,KDFW,KSDF,4/27/2020
UPS751,,a280cd,KDFW,KSDF,4/28/2020
ASH5939,,acc9d5,KDFW,KSDF,4/28/2020
UPS765,,a26be1,KDFW,KSDF,4/28/2020
UPS767,,a2ac03,KDFW,KSDF,4/28/2020
UPS793,,a0733a,KDFW,KSDF,4/28/2020
UPS9898,,a55b49,KDFW,KSDF,4/28/2020
UPS9721,,a4cfe0,KDFW,KSDF,4/28/2020
UPS2783,,a2b728,KDFW,KSDF,4/28/2020
UPS2751,,a76a3a,KDFW,KSDF,4/28/2020
UPS5509,,a0934b,KDFW,KSDF,4/28/2020
ASH5731,,ad40d6,KDFW,KSDF,4/28/2020
ASH5939,,acd143,KDFW,KSDF,4/29/2020
UPS751,,a27706,KDFW,KSDF,4/29/2020
UPS765,,a2afba,KDFW,KSDF,4/29/2020
UPS767,,a2cfcb,KDFW,KSDF,4/29/2020
UPS793,,a08f94,KDFW,KSDF,4/29/2020
UPS9898,,a57b5a,KDFW,KSDF,4/29/2020
UPS2785,,a37b45,KDFW,KSDF,4/29/2020
UPS2751,,a280cd,KDFW,KSDF,4/29/2020
AAL817,,ab1fbb,KDFW,KSDF,4/29/2020
ASH5731,,ad448d,KDFW,KSDF,4/29/2020
UPS765,,a260bc,KDFW,KSDF,4/30/2020
UPS767,,a2ac03,KDFW,KSDF,4/30/2020
UPS751,,a2be96,KDFW,KSDF,4/30/2020
UPS9898,,a5d57d,KDFW,KSDF,4/30/2020
UPS2785,,a2ed83,KDFW,KSDF,4/30/2020
UPS2751,,a2d382,KDFW,KSDF,4/30/2020
ASA468,,a76fe9,KLAX,KJFK,3/31/2020
JBU1124,,ada227,KLAX,KJFK,3/31/2020
AAL251,,a014c9,KLAX,KJFK,4/1/2020
DAL1436,,a12c18,KLAX,KJFK,4/1/2020
AAL118,,a03235,KLAX,KJFK,4/1/2020
JBU224,,adc9b6,KLAX,KJFK,4/1/2020
DAL2164,,a0dd18,KLAX,KJFK,4/1/2020
AAL238,,a01880,KLAX,KJFK,4/1/2020
AAL4,,a01c37,KLAX,KJFK,4/1/2020
WZZ9014,,471f30,KLAX,KJFK,4/1/2020
AAL32,,a0275c,KLAX,KJFK,4/1/2020
JBU624,,adbe91,KLAX,KJFK,4/1/2020
ASA468,,acc774,KLAX,KJFK,4/1/2020
AAL2201,,a014c9,KLAX,KJFK,4/1/2020
DAL1162,,a13af4,KLAX,KJFK,4/2/2020
AAL10,,a01112,KLAX,KJFK,4/2/2020
JBU1424,,ada227,KLAX,KJFK,4/2/2020
AAL292,,a01880,KLAX,KJFK,4/2/2020
DAL1436,,a9bf4b,KLAX,KJFK,4/2/2020
AAL2,,a01c37,KLAX,KJFK,4/2/2020
JBU224,,adde95,KLAX,KJFK,4/2/2020
AAL4,,a009a4,KLAX,KJFK,4/2/2020
AAL32,,a01112,KLAX,KJFK,4/2/2020
JBU624,,adc5ff,KLAX,KJFK,4/2/2020
ASA468,,a6b07e,KLAX,KJFK,4/2/2020
AAL184,,a014c9,KLAX,KJFK,4/2/2020
AAL2201,,a0275c,KLAX,KJFK,4/3/2020
AAL28,,a03235,KLAX,KJFK,4/3/2020
AAL118,,a023a5,KLAX,KJFK,4/3/2020
DAL1436,,a997cc,KLAX,KJFK,4/3/2020
AAL4,,a014c9,KLAX,KJFK,4/3/2020
AAL32,,a03235,KLAX,KJFK,4/3/2020
JBU624,,ada5ee,KLAX,KJFK,4/3/2020
ASA468,,a21ed4,KLAX,KJFK,4/3/2020
AAL184,,a0275c,KLAX,KJFK,4/3/2020
AAL10,,a01c37,KLAX,KJFK,4/4/2020
JBU1424,,adbe91,KLAX,KJFK,4/4/2020
AAL118,,a014c9,KLAX,KJFK,4/4/2020
DAL1436,,a90ea8,KLAX,KJFK,4/4/2020
JBU224,,ad7ab8,KLAX,KJFK,4/4/2020
AAL4,,a0275c,KLAX,KJFK,4/4/2020
AAL32,,a009a4,KLAX,KJFK,4/4/2020
ASA468,,a726fb,KLAX,KJFK,4/4/2020
AAL10,,a023a5,KLAX,KJFK,4/5/2020
AAL28,,a01880,KLAX,KJFK,4/5/2020
JBU1424,,ad27f3,KLAX,KJFK,4/5/2020
AAL292,,a03235,KLAX,KJFK,4/5/2020
AAL118,,a00d5b,KLAX,KJFK,4/5/2020
DAL1436,,a98219,KLAX,KJFK,4/5/2020
AAL2,,a0275c,KLAX,KJFK,4/5/2020
JBU224,,adc238,KLAX,KJFK,4/5/2020
AAL4,,a023a5,KLAX,KJFK,4/5/2020
AAL32,,a01880,KLAX,KJFK,4/5/2020
JBU624,,add376,KLAX,KJFK,4/5/2020
ASA468,,a726fb,KLAX,KJFK,4/5/2020
AAL184,,a01112,KLAX,KJFK,4/6/2020
AAL10,,a009a4,KLAX,KJFK,4/6/2020
AAL28,,a014c9,KLAX,KJFK,4/6/2020
JBU1424,,add734,KLAX,KJFK,4/6/2020
DAL1436,,a9bf4b,KLAX,KJFK,4/6/2020
JBU624,,ad6bdc,KLAX,KJFK,4/6/2020
ASA468,,a7687b,KLAX,KJFK,4/6/2020
JBU1424,,ada227,KLAX,KJFK,4/7/2020
DAL1436,,a98219,KLAX,KJFK,4/7/2020
JBU224,,adde95,KLAX,KJFK,4/7/2020
JBU624,,ad9e73,KLAX,KJFK,4/7/2020
JBU1424,,adb723,KLAX,KJFK,4/8/2020
DAL1436,,a9bf4b,KLAX,KJFK,4/8/2020
JBU224,,addadb,KLAX,KJFK,4/8/2020
JBU624,,adbaca,KLAX,KJFK,4/8/2020
ASA468,,a300a9,KLAX,KJFK,4/8/2020
JBU1424,,adde95,KLAX,KJFK,4/9/2020
DAL1436,,a9a901,KLAX,KJFK,4/9/2020
JBU224,,ad7701,KLAX,KJFK,4/9/2020
JBU624,,add734,KLAX,KJFK,4/9/2020
JBU1424,,adde95,KLAX,KJFK,4/10/2020
DAL1436,,a968df,KLAX,KJFK,4/10/2020
JBU224,,ad6bdc,KLAX,KJFK,4/10/2020
ASA410,,a7486a,KLAX,KJFK,4/10/2020
JBU624,,adabfe,KLAX,KJFK,4/10/2020
JBU1424,,ad6bdc,KLAX,KJFK,4/11/2020
DAL1436,,a96577,KLAX,KJFK,4/11/2020
JBU224,,adc238,KLAX,KJFK,4/11/2020
ASA410,,a300a9,KLAX,KJFK,4/11/2020
JBU1424,,adb723,KLAX,KJFK,4/12/2020
DAL1436,,a9704d,KLAX,KJFK,4/12/2020
JBU224,,add734,KLAX,KJFK,4/12/2020
ASA410,,a784d5,KLAX,KJFK,4/12/2020
GTI8934,,a61c53,KLAX,KJFK,4/12/2020
JBU1424,,addadb,KLAX,KJFK,4/13/2020
DAL1436,,a96577,KLAX,KJFK,4/13/2020
ASA410,,a57d52,KLAX,KJFK,4/13/2020
JBU224,,add734,KLAX,KJFK,4/13/2020
JBU1424,,adde95,KLAX,KJFK,4/14/2020
DAL1436,,a9acb8,KLAX,KJFK,4/14/2020
JBU224,,ada5ee,KLAX,KJFK,4/14/2020
ASA410,,a2e806,KLAX,KJFK,4/14/2020
JBU1424,,adabfe,KLAX,KJFK,4/15/2020
DAL1436,,a97dcb,KLAX,KJFK,4/15/2020
JBU224,,ad9e73,KLAX,KJFK,4/15/2020
ASA410,,a51968,KLAX,KJFK,4/15/2020
JBU1424,,adbe91,KLAX,KJFK,4/16/2020
DAL1436,,a988f0,KLAX,KJFK,4/16/2020
JBU224,,ad9ac9,KLAX,KJFK,4/16/2020
JBU1424,,adbe91,KLAX,KJFK,4/17/2020
DAL1436,,a997cc,KLAX,KJFK,4/17/2020
JBU224,,adc9b6,KLAX,KJFK,4/17/2020
ASA410,,a57d52,KLAX,KJFK,4/17/2020
JBU1424,,ad9ac9,KLAX,KJFK,4/18/2020
DAL1436,,a0d1f3,KLAX,KJFK,4/18/2020
JBU224,,ada5ee,KLAX,KJFK,4/18/2020
ASA410,,a300a9,KLAX,KJFK,4/18/2020
DAL1436,,a95dba,KLAX,KJFK,4/19/2020
JBU224,,ad7701,KLAX,KJFK,4/19/2020
ASA410,,a5c4e2,KLAX,KJFK,4/19/2020
JBU1424,,adc5ff,KLAX,KJFK,4/20/2020
DAL1436,,a968df,KLAX,KJFK,4/20/2020
JBU224,,ad7701,KLAX,KJFK,4/20/2020
ASA410,,a27f07,KLAX,KJFK,4/20/2020
JBU1424,,ad7e6f,KLAX,KJFK,4/21/2020
DAL1436,,a96577,KLAX,KJFK,4/21/2020
JBU224,,ad7ab8,KLAX,KJFK,4/21/2020
ASA410,,a51968,KLAX,KJFK,4/21/2020
JBU1424,,adbaca,KLAX,KJFK,4/22/2020
DAL1436,,a9acb8,KLAX,KJFK,4/22/2020
JBU224,,ada5ee,KLAX,KJFK,4/22/2020
ASA410,,a5c4e2,KLAX,KJFK,4/22/2020
JBU1424,,adb35c,KLAX,KJFK,4/23/2020
DAL1436,,a95dba,KLAX,KJFK,4/23/2020
JBU224,,ada5ee,KLAX,KJFK,4/23/2020
ASA410,,a622bc,KLAX,KJFK,4/23/2020
JBU1424,,ada5ee,KLAX,KJFK,4/24/2020
DAL1436,,a968df,KLAX,KJFK,4/24/2020
JBU224,,ada227,KLAX,KJFK,4/24/2020
ASA410,,a51968,KLAX,KJFK,4/24/2020
JBU1424,,ada227,KLAX,KJFK,4/25/2020
DAL1436,,a95dba,KLAX,KJFK,4/25/2020
JBU224,,ad7e6f,KLAX,KJFK,4/25/2020
ASA410,,a61797,KLAX,KJFK,4/25/2020
JBU1424,,ada227,KLAX,KJFK,4/26/2020
DAL1436,,a988f0,KLAX,KJFK,4/26/2020
JBU1424,,ad7e6f,KLAX,KJFK,4/27/2020
DAL1436,,a9a901,KLAX,KJFK,4/27/2020
JBU224,,ad7ab8,KLAX,KJFK,4/27/2020
ASA410,,a5c4e2,KLAX,KJFK,4/27/2020
JBU1424,,ad7e6f,KLAX,KJFK,4/28/2020
DAL1436,,a9704d,KLAX,KJFK,4/28/2020
JBU224,,adbaca,KLAX,KJFK,4/28/2020
ASA410,,a3133c,KLAX,KJFK,4/28/2020
JBU1424,,ad7e6f,KLAX,KJFK,4/29/2020
DAL1436,,a968df,KLAX,KJFK,4/29/2020
JBU224,,adb35c,KLAX,KJFK,4/29/2020
ASA410,,a2ebbd,KLAX,KJFK,4/29/2020
JBU1424,,ad9e73,KLAX,KJFK,4/30/2020
DAL1436,,a96577,KLAX,KJFK,4/30/2020
JBU224,,ad7701,KLAX,KJFK,4/30/2020
ASA410,,a57d52,KLAX,KJFK,4/30/2020
AAL2140,,ab586f,KDCA,KBOS,3/31/2020
AAL2150,,aa6113,KDCA,KBOS,4/1/2020
AAL2138,,aa5237,KDCA,KBOS,4/1/2020
JBU254,,a22702,KDCA,KBOS,4/1/2020
AAL2169,,ab0361,KDCA,KBOS,4/1/2020
AAL2139,,ab586f,KDCA,KBOS,4/1/2020
AAL2129,,aa6113,KDCA,KBOS,4/1/2020
AAL2119,,ab0361,KDCA,KBOS,4/1/2020
AAL2149,,ab586f,KDCA,KBOS,4/1/2020
AAL2148,,aa6113,KDCA,KBOS,4/1/2020
DAL9950,,a9a901,KDCA,KBOS,4/1/2020
AAL2120,,a9fb4e,KDCA,KBOS,4/1/2020
JBU1354,,a299c8,KDCA,KBOS,4/1/2020
AAL2140,,ab586f,KDCA,KBOS,4/1/2020
AAL2150,,aa6113,KDCA,KBOS,4/2/2020
AAL2138,,a9fb4e,KDCA,KBOS,4/2/2020
JBU254,,a3f82a,KDCA,KBOS,4/2/2020
JBU590,,a3b808,KDCA,KBOS,4/2/2020
AAL2129,,ab586f,KDCA,KBOS,4/2/2020
AAL2119,,a9fb4e,KDCA,KBOS,4/2/2020
AAL2149,,a8c32a,KDCA,KBOS,4/2/2020
AAL2148,,ab586f,KDCA,KBOS,4/2/2020
AAL2120,,ab0361,KDCA,KBOS,4/2/2020
AAL2134,,a9fb4e,KDCA,KBOS,4/2/2020
AAL2140,,aa6113,KDCA,KBOS,4/2/2020
AAL2138,,ab0361,KDCA,KBOS,4/3/2020
AAL2169,,ab586f,KDCA,KBOS,4/3/2020
AAL2139,,ab0361,KDCA,KBOS,4/3/2020
JBU590,,a4034f,KDCA,KBOS,4/3/2020
AAL2129,,aa6113,KDCA,KBOS,4/3/2020
AAL2119,,ab586f,KDCA,KBOS,4/3/2020
AAL2120,,a95665,KDCA,KBOS,4/3/2020
AAL2148,,aa6113,KDCA,KBOS,4/3/2020
JBU1354,,a27600,KDCA,KBOS,4/3/2020
AAL2134,,ab586f,KDCA,KBOS,4/3/2020
AAL2140,,ab0361,KDCA,KBOS,4/3/2020
AAL2150,,aa6113,KDCA,KBOS,4/4/2020
AAL2138,,a9b43f,KDCA,KBOS,4/4/2020
JBU590,,a3f0bc,KDCA,KBOS,4/4/2020
JBU1790,,a2d9ea,KDCA,KBOS,4/4/2020
JBU790,,a33a1d,KDCA,KBOS,4/5/2020
AAL2119,,ab5c26,KDCA,KBOS,4/5/2020
AAL2120,,aa763f,KDCA,KBOS,4/5/2020
AAL2139,,aa0e62,KDCA,KBOS,4/6/2020
AAL2140,,ab5c26,KDCA,KBOS,4/6/2020
AAL2138,,ab6b02,KDCA,KBOS,4/7/2020
JBU254,,a39089,KDCA,KBOS,4/7/2020
JBU590,,a3f0bc,KDCA,KBOS,4/7/2020
RPA4315,,a075df,KDCA,KBOS,4/8/2020
AAL2169,,ab5c26,KDCA,KBOS,4/6/2020
JBU590,,a14c9b,KDCA,KBOS,4/8/2020
RPA4316,,a075df,KDCA,KBOS,4/8/2020
JBU1354,,a3a575,KDCA,KBOS,4/8/2020
JBU254,,a4034f,KDCA,KBOS,4/9/2020
RPA4316,,a03816,KDCA,KBOS,4/9/2020
JBU254,,a3f82a,KDCA,KBOS,4/10/2020
RPA4315,,a4da13,KDCA,KBOS,4/10/2020
RPA4316,,a4da13,KDCA,KBOS,4/10/2020
JBU590,,a37a3f,KDCA,KBOS,4/11/2020
JBU1790,,a2d27c,KDCA,KBOS,4/11/2020
JBU2090,,a1ff83,KDCA,KBOS,4/12/2020
JBU590,,a2b622,KDCA,KBOS,4/12/2020
JBU590,,a186ad,KDCA,KBOS,4/13/2020
RPA4316,,a06703,KDCA,KBOS,4/13/2020
JBU590,,a186ad,KDCA,KBOS,4/14/2020
RPA4316,,a5255a,KDCA,KBOS,4/14/2020
JBU590,,a2d27c,KDCA,KBOS,4/15/2020
JBU590,,a33a1d,KDCA,KBOS,4/16/2020
RPA4315,,a51425,KDCA,KBOS,4/17/2020
JBU590,,a1ff83,KDCA,KBOS,4/17/2020
JBU590,,a3619c,KDCA,KBOS,4/18/2020
JBU590,,a182f6,KDCA,KBOS,4/19/2020
RPA4316,,a07228,KDCA,KBOS,4/20/2020
JBU590,,a15052,KDCA,KBOS,4/21/2020
RPA4316,,a026e1,KDCA,KBOS,4/21/2020
JBU590,,a168f5,KDCA,KBOS,4/22/2020
RPA4316,,a54312,KDCA,KBOS,4/22/2020
JBU590,,a182f6,KDCA,KBOS,4/23/2020
RPA4316,,a0835d,KDCA,KBOS,4/23/2020
RPA4315,,a54cd9,KDCA,KBOS,4/24/2020
JBU590,,a2b622,KDCA,KBOS,4/24/2020
RPA4316,,a55447,KDCA,KBOS,4/24/2020
JBU590,,a4034f,KDCA,KBOS,4/25/2020
JBU590,,a137af,KDCA,KBOS,4/26/2020
JBU590,,a33a1d,KDCA,KBOS,4/27/2020
RPA4316,,a54cd9,KDCA,KBOS,4/27/2020
RPA4315,,a5106e,KDCA,KBOS,4/28/2020
JBU590,,a39089,KDCA,KBOS,4/28/2020
RPA4316,,a08714,KDCA,KBOS,4/28/2020
RPA4315,,a06703,KDCA,KBOS,4/29/2020
JBU590,,a15b77,KDCA,KBOS,4/29/2020
RPA4316,,a06703,KDCA,KBOS,4/29/2020
RPA4315,,a4ba02,KDCA,KBOS,4/30/2020
JBU590,,a3f82a,KDCA,KBOS,4/30/2020
SWA1736,,a1f1de,KLAX,KSJC,3/31/2020
CPZ6026,,a1cd4e,KLAX,KSJC,4/1/2020
SKW3337,,a17c65,KLAX,KSJC,4/1/2020
CPZ5701,,a7fde4,KLAX,KSJC,4/1/2020
SWA1450,,a30657,KLAX,KSJC,4/1/2020
SKW3391,,a4c0db,KLAX,KSJC,4/1/2020
SWA1733,,aa6ba6,KLAX,KSJC,4/1/2020
SWA1481,,ab5f43,KLAX,KSJC,4/1/2020
QXE2554,,a83f30,KLAX,KSJC,4/1/2020
SWA1918,,a1f94c,KLAX,KSJC,4/1/2020
QXE2426,,a86a66,KLAX,KSJC,4/1/2020
CPZ5776,,a81df5,KLAX,KSJC,4/1/2020
SWA3762,,aa6fe9,KLAX,KSJC,4/1/2020
CPZ5720,,a80552,KLAX,KSJC,4/1/2020
SKW3904,,a2be6d,KLAX,KSJC,4/2/2020
SWA1450,,aa7734,KLAX,KSJC,4/2/2020
SKW3391,,a14d78,KLAX,KSJC,4/2/2020
CPZ5731,,a81df5,KLAX,KSJC,4/2/2020
SKW3951,,a2de7e,KLAX,KSJC,4/2/2020
QXE2426,,a87942,KLAX,KSJC,4/2/2020
SWA1981,,a280fe,KLAX,KSJC,4/2/2020
SWA1450,,a2e646,KLAX,KSJC,4/3/2020
SKW3391,,a12d67,KLAX,KSJC,4/3/2020
SWA1733,,a4e8b4,KLAX,KSJC,4/3/2020
SWA1481,,abc4be,KLAX,KSJC,4/3/2020
SWA1918,,a26fc9,KLAX,KSJC,4/3/2020
SKW3951,,a2be6d,KLAX,KSJC,4/3/2020
SWA1450,,a4dd8f,KLAX,KSJC,4/4/2020
SKW3391,,a4c0db,KLAX,KSJC,4/4/2020
SWA1733,,a62863,KLAX,KSJC,4/4/2020
SWA1481,,ad01ab,KLAX,KSJC,4/4/2020
SKW3951,,a320f9,KLAX,KSJC,4/4/2020
QXE2426,,a8881e,KLAX,KSJC,4/4/2020
SKW3337,,a125f9,KLAX,KSJC,4/5/2020
SKW3391,,a149c1,KLAX,KSJC,4/5/2020
SWA5283,,a2ded8,KLAX,KSJC,4/5/2020
SKW4123,,a29337,KLAX,KSJC,4/5/2020
SWA3249,,a28ee7,KLAX,KSJC,4/5/2020
SKW3951,,a320f9,KLAX,KSJC,4/5/2020
QXE2426,,a831b2,KLAX,KSJC,4/5/2020
SWA4474,,abbd73,KLAX,KSJC,4/5/2020
SKW3391,,a11ad4,KLAX,KSJC,4/6/2020
SKW3591,,a2fad8,KLAX,KSJC,4/6/2020
QXE2426,,a831b2,KLAX,KSJC,4/6/2020
SWA1981,,aa3518,KLAX,KSJC,4/6/2020
SKW3391,,a1512f,KLAX,KSJC,4/7/2020
SWA1733,,abd17b,KLAX,KSJC,4/7/2020
SKW4123,,a2c224,KLAX,KSJC,4/7/2020
SKW3951,,a2c5db,KLAX,KSJC,4/7/2020
QXE2426,,a8609f,KLAX,KSJC,4/7/2020
SWA1981,,a9807d,KLAX,KSJC,4/7/2020
SWA1450,,a96c7d,KLAX,KSJC,4/8/2020
SKW3391,,a13c43,KLAX,KSJC,4/8/2020
SWA1733,,abbcc1,KLAX,KSJC,4/8/2020
SKW4123,,a324b0,KLAX,KSJC,4/8/2020
QXE2426,,a8557a,KLAX,KSJC,4/8/2020
SKW3951,,a2d710,KLAX,KSJC,4/8/2020
SWA1981,,a59b9c,KLAX,KSJC,4/8/2020
SWA1450,,a2c9ec,KLAX,KSJC,4/9/2020
SKW3391,,a18b41,KLAX,KSJC,4/9/2020
SWA1733,,a2685b,KLAX,KSJC,4/9/2020
SKW4123,,a2fad8,KLAX,KSJC,4/9/2020
SKW3951,,a2a213,KLAX,KSJC,4/9/2020
QXE2426,,a86e1d,KLAX,KSJC,4/9/2020
SWA1981,,aaa96f,KLAX,KSJC,4/9/2020
SWA1450,,acf686,KLAX,KSJC,4/10/2020
SKW3391,,a134d5,KLAX,KSJC,4/10/2020
SWA1733,,abb624,KLAX,KSJC,4/10/2020
SKW4123,,a2c224,KLAX,KSJC,4/10/2020
SKW3951,,a2dac7,KLAX,KSJC,4/10/2020
SKW3306,,a134d5,KLAX,KSJC,4/10/2020
SKW3456,,a134d5,KLAX,KSJC,4/10/2020
SWA1450,,a50f40,KLAX,KSJC,4/11/2020
SWA1733,,aa7718,KLAX,KSJC,4/11/2020
SKW4123,,a2f111,KLAX,KSJC,4/11/2020
SKW3951,,a29337,KLAX,KSJC,4/11/2020
SKW3306,,a134d5,KLAX,KSJC,4/11/2020
SWA6204,,aac118,KLAX,KSJC,4/11/2020
SKW3456,,a1388c,KLAX,KSJC,4/11/2020
SKW4123,,a2f111,KLAX,KSJC,4/12/2020
SKW3951,,a2fad8,KLAX,KSJC,4/12/2020
SKW3306,,a1388c,KLAX,KSJC,4/12/2020
SWA4474,,a5a6c1,KLAX,KSJC,4/12/2020
SKW3456,,a1801c,KLAX,KSJC,4/12/2020
SKW4123,,a2fad8,KLAX,KSJC,4/13/2020
SKW3951,,a2fe8f,KLAX,KSJC,4/13/2020
SWA1981,,a557c3,KLAX,KSJC,4/13/2020
SKW3306,,a1801c,KLAX,KSJC,4/13/2020
EJA336,,a3ad88,KLAX,KSJC,4/13/2020
SKW3456,,a1388c,KLAX,KSJC,4/13/2020
SWA1450,,aa6fe9,KLAX,KSJC,4/14/2020
SWA1733,,a30dc5,KLAX,KSJC,4/14/2020
SKW4123,,a2c992,KLAX,KSJC,4/14/2020
SKW3951,,a2dac7,KLAX,KSJC,4/14/2020
SKW3306,,a1388c,KLAX,KSJC,4/14/2020
SKW3456,,a1512f,KLAX,KSJC,4/14/2020
SKW4123,,a28f80,KLAX,KSJC,4/15/2020
SKW3951,,a2c992,KLAX,KSJC,4/15/2020
SKW3306,,a1512f,KLAX,KSJC,4/15/2020
SKW3456,,a1512f,KLAX,KSJC,4/15/2020
SKW4123,,a29aa5,KLAX,KSJC,4/16/2020
SKW3951,,a28812,KLAX,KSJC,4/16/2020
SKW3306,,a1512f,KLAX,KSJC,4/16/2020
SKW3456,,a1512f,KLAX,KSJC,4/16/2020
SWA1931,,a4d621,KLAX,KSJC,4/17/2020
SKW4123,,a2fe8f,KLAX,KSJC,4/17/2020
SWA1163,,ab5bb1,KLAX,KSJC,4/17/2020
SKW3951,,a2c992,KLAX,KSJC,4/17/2020
SKW3306,,a1512f,KLAX,KSJC,4/17/2020
SWA1165,,ab5bb1,KLAX,KSJC,4/17/2020
SKW3456,,a1512f,KLAX,KSJC,4/17/2020
SKW4123,,a29e5c,KLAX,KSJC,4/18/2020
SKW3951,,a2fe8f,KLAX,KSJC,4/18/2020
SKW3306,,a1512f,KLAX,KSJC,4/18/2020
SWA5267,,ab5eb2,KLAX,KSJC,4/18/2020
SKW3456,,a1388c,KLAX,KSJC,4/18/2020
SKW4123,,a32867,KLAX,KSJC,4/19/2020
SKW3951,,a2ed5a,KLAX,KSJC,4/19/2020
SKW3306,,a1388c,KLAX,KSJC,4/19/2020
SKW3456,,a1388c,KLAX,KSJC,4/19/2020
SKW4123,,a320f9,KLAX,KSJC,4/20/2020
SKW3951,,a2b6ff,KLAX,KSJC,4/20/2020
SKW3306,,a1388c,KLAX,KSJC,4/20/2020
SKW3456,,a16d89,KLAX,KSJC,4/20/2020
SKW4123,,a324b0,KLAX,KSJC,4/21/2020
SKW3951,,a29aa5,KLAX,KSJC,4/21/2020
SKW3306,,a16d89,KLAX,KSJC,4/21/2020
SKW3456,,a12d67,KLAX,KSJC,4/21/2020
SKW4123,,a320f9,KLAX,KSJC,4/22/2020
SWA1931,,aa231c,KLAX,KSJC,4/22/2020
SKW3951,,a28812,KLAX,KSJC,4/22/2020
SKW3306,,a15c54,KLAX,KSJC,4/22/2020
SKW3456,,a129b0,KLAX,KSJC,4/22/2020
SKW4123,,a2abda,KLAX,KSJC,4/23/2020
SWA1931,,ad3e16,KLAX,KSJC,4/23/2020
SKW3951,,a2c5db,KLAX,KSJC,4/23/2020
SKW3306,,a129b0,KLAX,KSJC,4/23/2020
SKW3456,,a17c65,KLAX,KSJC,4/23/2020
SWA339,,a58a67,KLAX,KSJC,4/24/2020
SWA1931,,a4dd8f,KLAX,KSJC,4/24/2020
SKW4123,,a2e9a3,KLAX,KSJC,4/24/2020
SKW3951,,a2e9a3,KLAX,KSJC,4/24/2020
SKW3456,,a12d67,KLAX,KSJC,4/24/2020
SKW4123,,a2be6d,KLAX,KSJC,4/25/2020
SKW3951,,a2a213,KLAX,KSJC,4/25/2020
SWA5267,,a73f35,KLAX,KSJC,4/25/2020
SKW3456,,a1600b,KLAX,KSJC,4/25/2020
SWA2242,,a2bec7,KLAX,KSJC,4/26/2020
SKW3951,,a324b0,KLAX,KSJC,4/26/2020
SWA2244,,ab5f6a,KLAX,KSJC,4/26/2020
SKW3456,,a1600b,KLAX,KSJC,4/26/2020
SKW4123,,a2c992,KLAX,KSJC,4/27/2020
SWA3985,,abdd4a,KLAX,KSJC,4/27/2020
SKW3951,,a2c992,KLAX,KSJC,4/27/2020
